Id หลัก,Facter ID,ประเภทการคิด,กลุ่มหัวข้อ,โค้ดการประเมิน,ชื่อ KPI,น้ำหนัก,Target,คะแนน 1,คะแนน 2,คะแนน 3,คะแนน 4,คะแนน 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-047,จำนวนครั้งของความไม่พร้อมใช้ของหัตถการทางเทคโนโลยีหัวใจและทรวงอก,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-047,จำนวนครั้งของการคีย์คิดค่าใช้จ่ายผิดพลาด,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-048,สามารถช่วยแพทย์ทำหัตถการทางเทคโนโลยีหัวใจและทรวงอกได้ถูกต้อง ถูกคน ถูกหัตถการ ,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-048,มอบผลการตรวจให้ผู้รับบริการได้ถูกต้อง,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-048,จำนวนครั้งของความไม่พร้อมใช้ของหัตถการทางเทคโนโลยีหัวใจและทรวงอก,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-048,จำนวนครั้งของการคีย์คิดค่าใช้จ่ายผิดพลาด,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-049,สามารถช่วยแพทย์ทำหัตถการทางเทคโนโลยีหัวใจและทรวงอกได้ถูกต้อง ถูกคน ถูกหัตถการ ,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-049,มอบผลการตรวจให้ผู้รับบริการได้ถูกต้อง,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-049,จำนวนครั้งของความไม่พร้อมใช้ของหัตถการทางเทคโนโลยีหัวใจและทรวงอก,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-049,จำนวนครั้งของการคีย์คิดค่าใช้จ่ายผิดพลาด,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,2,4,PPSV-201908-050,สามารถช่วยแพทย์ทำหัตถการทางเทคโนโลยีหัวใจและทรวงอกได้ถูกต้อง ถูกคน ถูกหัตถการ ,25,100,69,70 - 79,80 - 89,90 - 99,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-050,จำนวนครั้งของอุปกรณ์และเครื่องมือและของใช้ในแผนกไม่พร้อมใช้,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-050,จำนวนครั้งของการคีย์ผิดพลาด,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,2,4,PPSV-201908-050,มอบผลการตรวจให้ผู้รับบริการได้ถูกต้อง,25,100,69,70 - 79,80 - 89,90 - 99,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,2,4,PPSV-201908-051,สามารถช่วยแพทย์ทำหัตถการทางเทคโนโลยีหัวใจและทรวงอกได้ถูกต้อง ถูกคน ถูกหัตถการ ,25,100,69,70 - 79,80 - 89,90 - 99,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-051,จำนวนครั้งของอุปกรณ์และเครื่องมือและของใช้ในแผนกไม่พร้อมใช้,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-051,จำนวนครั้งของการคีย์ผิดพลาด,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,2,4,PPSV-201908-051,มอบผลการตรวจให้ผู้รับบริการได้ถูกต้อง,25,100,69,70 - 79,80 - 89,90 - 99,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-052,จำนวนชั่วโมงการ OJT และการเข้าอบรมของบุคลากรในหน่วยงานเป็นไปตามเป้า,25,80,49,59-50,69-60,79-70,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-052,จำนวนครั้งของการไม่รายงานความเสี่ยงตาม Fram work,25,0,7,5-6,3-4,1-2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-052,จำนวนครั้งของการไม่รายงานแพทย์เมื่อพบผู้ป่วยอาการแย่ลง,25,0,7,5-6,3-4,1-2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-052,จำนวนครั้งของการบริหารยา และการทำ Treatment ผิดพลาด,25,0,7,5-6,3-4,1-2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-053,จำนวนครั้งของการให้การพยาบาลไม่ถูกต้องตามมาตรฐานที่ รพ.กำหนด,25,0,7,5-6,3-4,1-2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-053,จำนวนอครั้งของความไม่พร้อมในการเตรียมยา เวชภัณฑ์ออกรถพยาบาล/ออกหน่วย,25,0,7,5-6,3-4,1-2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-053,จำนวนครั้งของการไม่รายงานแพทย์เมื่อพบผู้ป่วยอาการแย่ลง,25,0,7,5-6,3-4,1-2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-053,จำนวนครั้งของการบริหารยา และการทำTreatment ผิดพลาด,25,0,7,5-6,3-4,1-2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-054,จำนวนครั้งของการให้การพยาบาลไม่ถูกต้องตามมาตรฐานที่ รพ.กำหนด,25,0,7,5-6,3-4,1-2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-054,จำนวนอครั้งของความไม่พร้อมในการเตรียมยา เวชภัณฑ์ออกรถพยาบาล/ออกหน่วย,25,0,7,5-6,3-4,1-2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-054,จำนวนครั้งของการไม่รายงานแพทย์เมื่อพบผู้ป่วยอาการแย่ลง,25,0,7,5-6,3-4,1-2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-054,จำนวนครั้งของการบริหารยา และการทำTreatment ผิดพลาด,25,0,7,5-6,3-4,1-2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-055,จำนวนครั้งของการให้การพยาบาลไม่ถูกต้องตามมาตรฐานที่ รพ.กำหนด,25,0,7,5-6,3-4,1-2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-055,จำนวนอครั้งของความไม่พร้อมในการเตรียมยา เวชภัณฑ์ออกรถพยาบาล/ออกหน่วย,25,0,7,5-6,3-4,1-2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-055,จำนวนครั้งของการไม่รายงานแพทย์เมื่อพบผู้ป่วยอาการแย่ลง,25,0,7,5-6,3-4,1-2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-055,จำนวนครั้งของการบริหารยา และการทำTreatment ผิดพลาด,25,0,7,5-6,3-4,1-2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-056,จำนวนครั้งของการให้การพยาบาลไม่ถูกต้องตามมาตรฐานที่ รพ.กำหนด,25,0,7,5-6,3-4,1-2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-056,จำนวนอครั้งของความไม่พร้อมในการเตรียมยา เวชภัณฑ์ออกรถพยาบาล/ออกหน่วย,25,0,7,5-6,3-4,1-2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-056,จำนวนครั้งของการไม่รายงานแพทย์เมื่อพบผู้ป่วยอาการแย่ลง,25,0,7,5-6,3-4,1-2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-056,จำนวนครั้งของการบริหารยา และการทำTreatment ผิดพลาด,25,0,7,5-6,3-4,1-2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-057,จำนวนครั้งของการให้การพยาบาลไม่ถูกต้องตามมาตรฐานที่ รพ.กำหนด,25,0,7,5-6,3-4,1-2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-057,จำนวนอครั้งของความไม่พร้อมในการเตรียมยา เวชภัณฑ์ออกรถพยาบาล/ออกหน่วย,25,0,7,5-6,3-4,1-2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-057,จำนวนครั้งของการไม่รายงานแพทย์เมื่อพบผู้ป่วยอาการแย่ลง,25,0,7,5-6,3-4,1-2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-057,จำนวนครั้งของการบริหารยา และการทำTreatment ผิดพลาด,25,0,7,5-6,3-4,1-2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-058,จำนวนครั้งของการเตรียมอุปกรณ์ เครื่องมือไม่พร้อมใช้งาน,25,0,7,5-6,3-4,1-2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-058,จำนวนครั้งของการไม่เตรียมความพร้อมของอุปกรณ์ในการออกAmbulance,25,0,7,5-6,3-4,1-2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-058,จำนวนครั้งของการKeyรายการ Lab   Xray ผิดพลาด,25,0,7,5-6,3-4,1-2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-058,จำนวนครั้งของความผิดพลาดในการนำส่งผู้ป่วยไปยังหน่วยงานต่างๆ,25,0,7,5-6,3-4,1-2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-059,จำนวนครั้งของการเตรียมอุปกรณ์ เครื่องมือไม่พร้อมใช้งาน,25,0,7,5-6,3-4,1-2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-059,จำนวนครั้งของการไม่เตรียมความพร้อมของอุปกรณ์ในการออกAmbulance,25,0,7,5-6,3-4,1-2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-059,จำนวนครั้งของความผิดพลาดในการนำส่งผู้ป่วยไปยังหน่วยงานต่างๆ,25,0,7,5-6,3-4,1-2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-059,จำนวนครั้งของการไม่เตรียมความพร้อมของการออกหน่วยปฐมพยาบาล,25,0,7,5-6,3-4,1-2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-060,จำนวนครั้งของการเตรียมอุปกรณ์ เครื่องมือไม่พร้อมใช้งาน,25,0,7,5-6,3-4,1-2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-060,จำนวนครั้งของการไม่เตรียมความพร้อมของอุปกรณ์ในการออกAmbulance,25,0,7,5-6,3-4,1-2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-060,จำนวนครั้งของความผิดพลาดในการนำส่งผู้ป่วยไปยังหน่วยงานต่างๆ,25,0,7,5-6,3-4,1-2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-060,จำนวนครั้งของการไม่เตรียมความพร้อมของการออกหน่วยปฐมพยาบาล,25,0,7,5-6,3-4,1-2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-061,จำนวนครั้งของการเตรียมอุปกรณ์ เครื่องมือไม่พร้อมใช้งาน,25,0,7,5-6,3-4,1-2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-061,จำนวนครั้งของการไม่เตรียมความพร้อมของอุปกรณ์ในการออกAmbulance,25,0,7,5-6,3-4,1-2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-061,จำนวนครั้งของความผิดพลาดในการนำส่งผู้ป่วยไปยังหน่วยงานต่างๆ,25,0,7,5-6,3-4,1-2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-061,จำนวนครั้งของการไม่เตรียมความพร้อมของการออกหน่วยปฐมพยาบาล,25,0,7,5-6,3-4,1-2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-062,Med error ( Transcribing ),25,14,21,20 - 19,18 - 17,16 - 15,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-062,จำนวนครั้งของการKeyรายการ Lab   Xray ผิดพลาด,25,0,7,5-6,3-4,1-2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-062,จำนวนครั้งของการนัดหมายผิดพลาด,25,0,7,5-6,3-4,1-2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-062,จำนวนครั้งการคีย์ค่าใช้จ่ายไม่ครบถ้วน,25,0,7,5-6,3-4,1-2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-063,Med error ( Transcribing ),25,14,21,20 - 19,18 - 17,16 - 15,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-063,จำนวนครั้งของการKeyรายการ Lab   Xray ผิดพลาด,25,0,7,5-6,3-4,1-2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-063,จำนวนครั้งของการนัดหมายผิดพลาด,25,0,7,5-6,3-4,1-2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-063,จำนวนครั้งการคีย์ค่าใช้จ่ายไม่ครบถ้วน,25,0,7,5-6,3-4,1-2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-064,จำนวนชั่วโมงการ OJT และการเข้าอบรมของบุคลากรในหน่วยงานเป็นไปตามเป้า,25,80,49,59-50,69-60,79-70,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-064,จำนวนครั้งของการไม่รายงานความเสี่ยงตาม Fram work,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-064,จำนวนครั้งของความผิดพลาดในการประเมินอาการ,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-064,จำนวนครั้งของการบริหารยา และการทำ Treatment ผิดพลาด,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-065,จำนวนครั้งการบริหารจัดการล่าช้าเมื่อเกิดเหตุการณ์ไม่พึงประสงค์,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-065,จำนวนครั้งของการให้การพยาบาลและตกลงบริการไม่สอดคล้องกับแผนการรักษาของแพทย์,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-065,จำนวนครั้งของความผิดพลาดในการซักประวัติ คัดกรอง และประเมินอาการ,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-065,จำนวนครั้งของการบริหารยา และการทำ Treatment ผิดพลาด,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-065,จำนวนครั้งในการส่งต่อข้อมูลผู้ป่วยไม่ถูกต้องครบถ้วน ,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-066,จำนวนครั้งของการให้การพยาบาลและตกลงบริการไม่สอดคล้องกับแผนการรักษาของแพทย์,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-066,จำนวนครั้งของความผิดพลาดในการซักประวัติ คัดกรอง และประเมินอาการ,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-066,จำนวนครั้งของการไม่รายงานแพทย์เมื่อพบผู้ป่วยมีอาการเปลี่ยนแปลงแย่ลง,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-066,จำนวนครั้งของการบริหารยา และการทำ Treatment ผิดพลาด,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-066,จำนวนครั้งในการส่งต่อข้อมูลผู้ป่วยไม่ถูกต้องครบถ้วน ,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-067,จำนวนครั้งการบริหารจัดการล่าช้าเมื่อเกิดเหตุการณ์ไม่พึงประสงค์,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-067,จำนวนครั้งของการให้การพยาบาลและตกลงบริการไม่สอดคล้องกับแผนการรักษาของแพทย์,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-067,จำนวนครั้งของความผิดพลาดในการซักประวัติ คัดกรอง และประเมินอาการ,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-067,จำนวนครั้งของการบริหารยา และการทำ Treatment ผิดพลาด,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-067,จำนวนครั้งในการส่งต่อข้อมูลผู้ป่วยไม่ถูกต้องครบถ้วน ,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-068,จำนวนครั้งของการให้การพยาบาลและตกลงบริการไม่สอดคล้องกับแผนการรักษาของแพทย์,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-068,จำนวนครั้งของความผิดพลาดในการซักประวัติ คัดกรอง และประเมินอาการ,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
